id,ciudad,titulo,rating,precio
civ_132,Barcelona,En este espectáculo flamenco en Casa Sors podréis sumergiros en el fascinante mundo de este género musical y disfrutaréis de una visita al Museo de la Guitarra.,5.0,37.0
civ_133,Barcelona,Este servicio de traslado en el Aerobús es la opción más cómoda y fácil para desplazarse entre el centro de Barcelona y el Aeropuerto Josep Tarradellas-El Prat.,5.0,9.44
civ_134,Barcelona,¿Os gustaría sentir la brisa marina mientras admiráis Barcelona? Alquilad una moto de agua y recorreréis la costa de la Ciudad Condal a vuestro aire.,4.8,75.0
civ_135,Barcelona,Viajad de la forma más cómoda entre el Aeropuerto de Gerona y Barcelona con este servicio de transporte en autobús. ¡Llegaréis en tan solo una hora y cuarto!,4.4,22.0
civ_136,Barcelona,"¿Queréis experimentar lo mejor de la cultura española? No os perdáis el espectáculo flamenco en el Tablao de Carmen, ubicado en el Pueblo Español de Barcelona.",4.2,85.0
civ_137,Barcelona,Con la tarjeta Barcelona Card Express obtendrás descuentos en atracciones turísticas y podrás usar el transporte público sin límites durante 48 horas.,3.5,27.0
civ_138,Barcelona,"Si estáis en Barcelona, no podéis dejar de asistir a este espectáculo flamenco en el tablao El Paraigua. Folclore español en pleno corazón de la Ciudad Condal.",5.0,29.0
civ_139,Barcelona,¿Queréis llevaros un recuerdo único de Barcelona? En esta sesión fotográfica privada en el exterior de la Sagrada Familia captaremos las mejores instantáneas.,4.4,35.0
civ_140,Barcelona,"En este paseo en globo por Montserrat, contemplaremos uno de los rincones más emblemáticos de Cataluña desde las alturas. ¡No os lo perdáis!",4.4,339.99
civ_141,Barcelona,"Luces de colores, mercados navideños y un ambiente mágico son los ingredientes principales de este free tour navideño por Barcelona. ¡Os enamorará!",4.2,0.0
civ_142,Barcelona,"Descubrid una auténtica joya en el corazón de Barcelona en esta visita guiada por el parque del Laberinto de Horta, el jardín más antiguo de la Ciudad Condal.",4.5,14.0
civ_143,Barcelona,"Con esta entrada a IKONO Barcelona disfrutaréis de una experiencia inmersiva única, ideal para sumergiros en un mundo de arte, juego y creatividad.",4.2,18.0
civ_144,Barcelona,Con la entrada a la Fundación Joan Miró podréis visitar uno de los museos más importantes de Barcelona y conocer la obra de este célebre artista del siglo XX.,4.0,15.0
civ_145,Barcelona,"Este paseo en velero con aperitivo os llevará por la costa de Barcelona descubriendo sus edificios, historia y curiosidades. ¡El Mediterráneo os espera!",4.8,55.0
civ_146,Barcelona,Descubrid la Ciudad Condal en este tour en vespa por Barcelona. ¡Una ruta diferente para conocer el encanto mediterráneo de la capital catalana!,4.0,70.0
civ_147,Barcelona,"¿Con ganas de iniciarte en el surf? Si estáis en Barcelona, con este curso aprenderéis cómo se practica este deporte y sentiréis las olas a vuestros pies.",4.4,32.0
civ_148,Barcelona,En este tour navideño en tuk tuk por Barcelona disfrutaréis de la bonita iluminación y decoración que engalana los lugares más emblemáticos de la Ciudad Condal.,4.0,89.0
civ_149,Barcelona,Reservad ya vuestras entradas para ver un partido de fútbol del FC Barcelona en el Estadi Olímpic Lluís Companys. ¡Seréis testigos de una jornada de LaLiga!,4.4,148.77
civ_150,Barcelona,"Con vuestra entrada al Museo del Modernismo de Barcelona podréis visitar una destacada colección de pintura, escultura y artes decorativas. ¡Os sorprenderá!",4.4,12.0
civ_151,Gran Canaria,En este paseo en camello por las dunas de Maspalomas recorreremos uno de los paisajes más emblemáticos de la zona meridional de la isla de Gran Canaria.,4.3,18.0
civ_152,Gran Canaria,Subid a un barco de suelo transparente y contemplad la vida marina de Gran Canaria. Tendréis la oportunidad de navegar junto a delfines y ballenas.,4.0,40.0
